iter	Passed	Remaining
1664	229617	46199
1665	229740	46058
1666	229872	45919
1667	230001	45779
1668	230121	45638
1669	230261	45500
1670	230395	45362
1671	230523	45222
1672	230649	45082
1673	230777	44942
1674	230898	44801
1675	231026	44661
1676	231159	44522
1677	231286	44382
1678	231410	44242
1679	231537	44102
1680	231659	43961
1681	231774	43819
1682	231894	43678
1683	232018	43537
1684	232142	43397
1685	232255	43255
1686	232384	43115
1687	232515	42976
1688	232647	42837
1689	232765	42696
1690	232898	42558
1691	233034	42420
1692	233165	42281
1693	233294	42141
1694	233414	42000
1695	233544	41861
1696	233694	41726
1697	233824	41587
1698	233961	41449
1699	234089	41309
1700	234219	41170
1701	234350	41031
1702	234481	40893
1703	234617	40755
1704	234753	40617
1705	234892	40479
1706	235042	40344
1707	235175	40205
1708	235314	40068
1709	235489	39936
1710	235662	39805
1711	235833	39672
1712	236020	39543
1713	236180	39409
1714	236340	39275
1715	236497	39140
1716	236660	39006
1717	236823	38873
1718	236975	38737
1719	237126	38602
1720	237315	38472
1721	237476	38338
1722	237659	38207
1723	237805	38070
1724	237940	37932
1725	238068	37793
1726	238198	37653
1727	238327	37514
1728	238461	37375
1729	238606	37239
1730	238745	37101
1731	238870	36961
1732	239030	36826
1733	239172	36689
1734	239313	36552
1735	239461	36415
1736	239605	36278
1737	239755	36142
1738	239895	36005
1739	240050	35869
1740	240209	35734
1741	240354	35597
1742	240537	35466
1743	240693	35331
1744	240867	35198
1745	241027	35063
1746	241185	34928
1747	241340	34792
1748	241621	34675
1749	241870	34552
1750	242031	34417
1751	242180	34281
1752	242321	34143
1753	242455	34004
1754	242589	33865
1755	242718	33726
1756	242886	33592
1757	243031	33454
1758	243174	33317
1759	243316	33179
1760	243452	33040
1761	243603	32904
1762	243752	32767
1763	243892	32629
1764	244031	32491
1765	244172	32353
1766	244334	32218
1767	244480	32081
1768	244634	31944
1769	244786	31808
1770	244929	31670
1771	245079	31533
1772	245219	31395
1773	245373	31259
1774	245525	31122
1775	245667	30985
1776	245817	30848
1777	245955	30709
1778	246099	30572
1779	246237	30433
1780	246371	30294
1781	246509	30156
1782	246643	30017
1783	246777	29878
1784	246906	29739
1785	247035	29599
1786	247179	29462
1787	247319	29324
1788	247450	29185
1789	247586	29046
1790	247729	28908
1791	247884	28772
1792	248037	28635
1793	248184	28498
1794	248309	28358
1795	248464	28222
1796	248581	28081
1797	248701	27940
1798	248821	27800
1799	248966	27662
1800	249111	27525
1801	249269	27389
1802	249447	27255
1803	249604	27118
1804	249763	26982
1805	249910	26845
1806	250057	26707
1807	250205	26570
1808	250359	26433
1809	250502	26295
1810	250664	26159
1811	250825	26023
1812	250976	25886
1813	251140	25750
1814	251284	25613
1815	251434	25475
1816	251583	25338
1817	251732	25200
1818	251880	25063
1819	252035	24926
1820	252160	24786
1821	252311	24649
1822	252448	24510
1823	252580	24371
1824	252730	24234
1825	252881	24097
1826	253021	23958
1827	253176	23821
1828	253349	23686
1829	253528	23551
1830	253733	23419
1831	253905	23283
1832	254054	23146
1833	254221	23010
1834	254399	22875
1835	254586	22740
1836	254744	22603
1837	254923	22468
1838	255092	22332
1839	255280	22198
1840	255470	22064
1841	255644	21928
1842	255894	21798
1843	256160	21670
1844	256308	21532
1845	256468	21395
1846	256626	21258
1847	256785	21120
1848	256934	20982
1849	257084	20844
1850	257240	20707
1851	257410	20570
1852	257566	20432
1853	257730	20295
1854	257910	20160
1855	258094	20024
1856	258281	19889
1857	258479	19754
1858	258649	19617
1859	258822	19481
1860	258995	19344
1861	259159	19207
1862	259318	19069
1863	259490	18932
1864	259655	18795
1865	259813	18657
1866	259963	18519
1867	260120	18381
1868	260267	18242
1869	260413	18103
1870	260571	17965
1871	260716	17826
1872	260870	17688
1873	261025	17550
1874	261179	17411
1875	261330	17273
1876	261484	17135
1877	261642	16997
1878	261792	16858
1879	261962	16720
1880	262124	16583
1881	262268	16444
1882	262418	16305
1883	262565	16166
1884	262722	16028
1885	262866	15889
1886	263013	15750
1887	263158	15611
1888	263297	15471
1889	263461	15333
1890	263622	15195
1891	263774	15056
1892	263928	14918
1893	264095	14780
1894	264246	14641
1895	264380	14501
1896	264536	14363
1897	264689	14224
1898	264842	14085
1899	264996	13947
1900	265142	13808
1901	265283	13668
1902	265448	13530
1903	265604	13391
1904	265753	13252
1905	265909	13114
1906	266070	12975
1907	266205	12835
1908	266358	12697
1909	266509	12558
1910	266663	12419
1911	266816	12280
1912	266970	12141
1913	267127	12002
1914	267293	11864
1915	267453	11725
1916	267614	11586
1917	267778	11448
1918	267943	11309
1919	268119	11171
1920	268276	11032
1921	268446	10894
1922	268601	10755
1923	268765	10616
1924	268928	10477
1925	269087	10338
1926	269248	10199
1927	269413	10061
1928	269564	9921
1929	269739	9783
1930	269892	9644
1931	270059	9505
1932	270221	9366
1933	270388	9227
1934	270555	9088
1935	270713	8949
1936	270883	8810
1937	271052	8671
1938	271206	8532
1939	271354	8392
1940	271496	8252
1941	271655	8113
1942	271815	7974
1943	271962	7834
1944	272098	7694
1945	272237	7554
1946	272396	7414
1947	272527	7274
1948	272665	7134
1949	272814	6995
1950	272959	6855
1951	273111	6715
1952	273269	6576
1953	273415	6436
1954	273564	6296
1955	273709	6157
1956	273857	6017
1957	274013	5877
1958	274161	5737
1959	274313	5598
1960	274464	5458
1961	274617	5318
1962	274769	5179
1963	274924	5039
1964	275065	4899
1965	275218	4759
1966	275369	4619
1967	275517	4479
1968	275678	4340
1969	275825	4200
1970	275981	4060
1971	276130	3920
1972	276267	3780
1973	276413	3640
1974	276546	3500
1975	276701	3360
1976	276838	3220
1977	276986	3080
1978	277136	2940
1979	277278	2800
1980	277418	2660
1981	277558	2520
1982	277694	2380
1983	277830	2240
1984	277964	2100
1985	278102	1960
1986	278246	1820
1987	278382	1680
1988	278514	1540
1989	278659	1400
1990	278818	1260
1991	278974	1120
1992	279127	980
1993	279304	840
1994	279476	700
1995	279652	560
1996	279800	420
1997	279953	280
1998	280122	140
1999	280283	0
